Category,Order Date,Region,Profit,Quantity,Sales
Office Supplies,8/8/2014,Central,-25,2,118
Technology,8/8/2014,Central,-13,3,119
Furniture,8/8/2014,West,26,1,207
Furniture,8/8/2014,West,16,1,52
Office Supplies,8/8/2014,West,412,5,1473
Office Supplies,8/8/2014,West,4,3,12
Office Supplies,8/8/2014,West,12,3,31
Office Supplies,8/8/2014,West,12,2,25
Technology,8/8/2014,Central,20,4,64
Technology,8/8/2014,South,22,1,80
Technology,8/8/2014,West,8,4,56
Technology,8/8/2014,West,44,3,708
Office Supplies,8/8/2014,East,5,2,12
Office Supplies,8/8/2014,East,26,10,105
Office Supplies,8/8/2014,West,115,5,245
Office Supplies,8/8/2014,West,5,2,14
Technology,8/8/2014,West,18,5,160
Furniture,11/8/2014,Central,25,2,121
Office Supplies,11/8/2014,Central,35,6,70
Office Supplies,11/8/2014,Central,83,5,177
Technology,11/8/2014,Central,378,9,1454
Office Supplies,12/8/2014,Central,3,7,9
Office Supplies,12/8/2014,Central,-23,8,13
Office Supplies,12/8/2014,Central,10,4,30
Office Supplies,12/8/2014,South,220,11,478
Technology,12/8/2014,Central,13,2,154
Office Supplies,12/8/2014,East,12,4,26
Furniture,13/8/2014,East,374,5,1780
Office Supplies,13/8/2014,East,59,5,220
Office Supplies,13/8/2014,East,5,3,18
Furniture,13/8/2014,West,20,4,55
Office Supplies,13/8/2014,West,152,3,543
Office Supplies,13/8/2014,South,7,4,21
Office Supplies,13/8/2014,West,38,6,101
Office Supplies,13/8/2014,West,92,4,192
Office Supplies,13/8/2014,West,12,3,47
Technology,13/8/2014,West,12,5,175
Technology,13/8/2014,West,90,1,300
Technology,13/8/2014,West,27,8,243
Office Supplies,14/8/2014,West,23,7,84
Office Supplies,14/8/2014,West,15,3,60
Office Supplies,14/8/2014,West,8,3,31
Office Supplies,14/8/2014,West,9,4,32
Furniture,14/8/2014,South,48,2,424
Furniture,14/8/2014,South,0,1,32
Office Supplies,14/8/2014,South,31,7,272
Office Supplies,14/8/2014,South,-1238,6,1615
Office Supplies,14/8/2014,South,5,5,15
Office Supplies,14/8/2014,South,9,5,24
Technology,14/8/2014,South,0,2,2
Office Supplies,14/8/2014,East,6,3,18
Office Supplies,14/8/2014,West,12,3,36
Office Supplies,15/8/2014,West,4,6,17
Office Supplies,15/8/2014,West,3,2,6
Furniture,15/8/2014,West,5,3,418
Office Supplies,16/8/2014,East,-338,6,1802
Office Supplies,16/8/2014,Central,23,8,50
Office Supplies,16/8/2014,East,25,2,98
Office Supplies,17/8/2014,South,-11,3,13
Office Supplies,17/8/2014,South,-1,4,67
Furniture,18/8/2014,East,98,2,463
Office Supplies,18/8/2014,East,302,5,896
Furniture,18/8/2014,East,-631,9,4416
Office Supplies,18/8/2014,South,48,3,103
Technology,18/8/2014,South,10,6,98
Furniture,18/8/2014,Central,-2,4,75
Furniture,18/8/2014,Central,-22,2,17
Office Supplies,18/8/2014,West,655,9,2518
Office Supplies,18/8/2014,West,77,8,221
Office Supplies,18/8/2014,West,5,3,14
Office Supplies,18/8/2014,West,12,2,23
Office Supplies,18/8/2014,West,4,2,9
Office Supplies,18/8/2014,West,141,3,541
Office Supplies,18/8/2014,Central,-99,4,39
Office Supplies,18/8/2014,Central,1,3,8
Office Supplies,18/8/2014,Central,-1,2,6
Technology,18/8/2014,West,9,3,72
Office Supplies,19/8/2014,East,1,3,10
Office Supplies,19/8/2014,Central,-33,5,21
Office Supplies,19/8/2014,Central,-11,4,7
Office Supplies,19/8/2014,Central,13,3,200
Office Supplies,19/8/2014,West,61,2,323
Technology,19/8/2014,East,8,2,23
Technology,19/8/2014,West,224,9,1496
Technology,19/8/2014,West,371,2,844
Furniture,19/8/2014,East,16,2,40
Furniture,19/8/2014,East,3,2,10
Furniture,19/8/2014,East,27,3,88
Office Supplies,19/8/2014,East,34,9,107
Technology,19/8/2014,East,11,1,38
Furniture,19/8/2014,West,22,3,66
Office Supplies,19/8/2014,East,-8,3,11
Office Supplies,19/8/2014,West,943,9,2794
Office Supplies,19/8/2014,West,290,7,1000
Office Supplies,20/8/2014,Central,-4,2,2
Office Supplies,20/8/2014,West,37,3,103
Office Supplies,20/8/2014,East,182,1,388
Office Supplies,20/8/2014,East,9,3,19
Office Supplies,21/8/2014,East,10,3,40
Office Supplies,21/8/2014,West,78,5,239
Office Supplies,21/8/2014,West,63,6,227
Office Supplies,21/8/2014,West,5,3,17
Technology,21/8/2014,West,11,3,108
Technology,21/8/2014,South,4,1,36
Office Supplies,21/8/2014,West,12,4,26
Office Supplies,22/8/2014,West,29,1,84
Furniture,22/8/2014,West,10,4,130
Furniture,22/8/2014,West,28,3,569
Office Supplies,22/8/2014,West,55,3,204
Office Supplies,22/8/2014,West,5,4,17
Office Supplies,22/8/2014,West,42,9,117
Office Supplies,22/8/2014,West,25,5,52
Technology,22/8/2014,West,38,4,432
Furniture,22/8/2014,South,225,4,866
Furniture,22/8/2014,West,7,3,23
Furniture,22/8/2014,West,39,6,389
Office Supplies,22/8/2014,West,2,1,7
Office Supplies,22/8/2014,West,21,3,237
Office Supplies,22/8/2014,West,34,6,573
Technology,22/8/2014,West,12,2,33
Furniture,22/8/2014,East,9,2,25
Furniture,22/8/2014,East,31,4,92
Office Supplies,22/8/2014,East,133,5,277
Office Supplies,22/8/2014,Central,7,2,15
Office Supplies,22/8/2014,Central,17,7,35
Office Supplies,22/8/2014,Central,11,4,37
Office Supplies,22/8/2014,East,11,7,32
Office Supplies,22/8/2014,East,1453,6,4306
Furniture,23/8/2014,West,3,1,210
Furniture,23/8/2014,East,-84,2,315
Furniture,24/8/2014,South,0,2,3
Office Supplies,24/8/2014,South,12,6,161
Office Supplies,24/8/2014,South,3,5,9
Office Supplies,24/8/2014,South,15,2,50
Technology,24/8/2014,South,328,13,4368
Office Supplies,25/8/2014,East,65,8,646
Office Supplies,25/8/2014,East,4,2,10
Office Supplies,25/8/2014,East,1,1,4
Office Supplies,25/8/2014,East,8,4,25
Office Supplies,26/8/2014,East,2,2,26
Office Supplies,26/8/2014,South,2,2,10
Office Supplies,26/8/2014,South,1,1,3
Furniture,26/8/2014,East,-89,2,131
Office Supplies,26/8/2014,South,67,5,192
Office Supplies,27/8/2014,Central,14,4,54
Furniture,27/8/2014,Central,-44,5,65
Technology,27/8/2014,South,15,2,72
Office Supplies,28/8/2014,East,4,3,13
Technology,28/8/2014,East,210,14,1120
Furniture,28/8/2014,West,23,3,230
Furniture,28/8/2014,West,99,2,198
Office Supplies,28/8/2014,West,97,4,322
Office Supplies,28/8/2014,West,295,2,842
Office Supplies,28/8/2014,West,57,3,116
Office Supplies,28/8/2014,West,18,5,355
Office Supplies,28/8/2014,West,8,5,28
Technology,28/8/2014,West,330,2,880
Office Supplies,28/8/2014,Central,0,1,6
Office Supplies,28/8/2014,South,1,4,14
Office Supplies,28/8/2014,South,1,1,3
Office Supplies,28/8/2014,East,12,6,37
Office Supplies,28/8/2014,East,17,8,64
Technology,28/8/2014,East,101,3,348
Furniture,28/8/2014,West,33,8,121
Furniture,28/8/2014,East,-298,7,1488
Office Supplies,28/8/2014,South,2,1,5
Office Supplies,29/8/2014,Central,9,5,27
Office Supplies,29/8/2014,Central,8,6,25
Office Supplies,29/8/2014,Central,27,5,92
Office Supplies,29/8/2014,Central,6,3,22
Furniture,29/8/2014,West,250,5,1138
Office Supplies,29/8/2014,West,1,2,6
Office Supplies,29/8/2014,West,32,5,100
Technology,29/8/2014,West,11,4,35
Office Supplies,30/8/2014,Central,-5,9,3
Office Supplies,30/8/2014,Central,18,4,47
Office Supplies,30/8/2014,Central,2,2,27
Office Supplies,30/8/2014,East,1,7,9
Furniture,30/8/2014,West,41,3,148
Furniture,1/9/2014,West,7,2,570
Office Supplies,1/9/2014,West,43,7,150
Office Supplies,1/9/2014,South,83,7,230
Office Supplies,1/9/2014,West,2,3,7
Technology,1/9/2014,West,78,4,689
Office Supplies,1/9/2014,Central,166,9,639
Office Supplies,1/9/2014,West,3,3,8
Office Supplies,1/9/2014,West,1,1,11
Office Supplies,1/9/2014,West,10,3,194
Office Supplies,1/9/2014,West,1,2,6
Technology,1/9/2014,South,218,2,660
Furniture,2/9/2014,Central,135,7,498
Furniture,2/9/2014,West,45,4,284
Office Supplies,2/9/2014,West,104,4,315
Furniture,2/9/2014,East,39,5,115
Office Supplies,2/9/2014,West,8,5,23
Technology,2/9/2014,West,7,1,20
Office Supplies,2/9/2014,West,3,1,8
Furniture,3/9/2014,West,-3,3,216
Furniture,3/9/2014,West,133,5,512
Office Supplies,3/9/2014,West,4,2,12
Office Supplies,3/9/2014,West,11,5,43
Office Supplies,3/9/2014,West,46,5,148
Furniture,3/9/2014,West,-3,2,237
Furniture,3/9/2014,East,214,5,1282
Furniture,3/9/2014,East,3,2,12
Furniture,3/9/2014,East,-93,1,255
Office Supplies,3/9/2014,East,4,3,12
Office Supplies,3/9/2014,South,757,3,1578
Office Supplies,3/9/2014,West,7,5,19
Office Supplies,3/9/2014,East,4,1,13
Office Supplies,3/9/2014,East,2,3,5
Office Supplies,3/9/2014,East,6,2,23
Office Supplies,3/9/2014,East,9,8,26
Office Supplies,3/9/2014,East,9,6,19
Office Supplies,3/9/2014,East,8,4,17
Technology,3/9/2014,Central,-7,3,41
Technology,3/9/2014,East,40,3,168
Technology,3/9/2014,East,38,2,238
Technology,3/9/2014,East,57,3,198
Office Supplies,3/9/2014,East,73,3,147
Office Supplies,3/9/2014,East,38,4,80
Office Supplies,3/9/2014,East,3,1,11
Office Supplies,3/9/2014,West,2,3,7
Office Supplies,3/9/2014,Central,81,2,352
Technology,3/9/2014,Central,829,7,1929
Technology,3/9/2014,Central,324,4,1200
Furniture,3/9/2014,East,4,3,15
Office Supplies,3/9/2014,West,3,5,9
Office Supplies,3/9/2014,West,37,5,74
Office Supplies,3/9/2014,Central,-15,2,6
Office Supplies,3/9/2014,Central,6,4,16
Office Supplies,3/9/2014,Central,-44,5,236
Technology,3/9/2014,West,13,2,202
Furniture,4/9/2014,East,-8,2,182
Furniture,4/9/2014,East,14,1,91
Office Supplies,4/9/2014,East,2,2,6
Office Supplies,4/9/2014,East,201,4,419
Furniture,4/9/2014,West,14,2,240
Office Supplies,4/9/2014,South,9,4,24
Office Supplies,4/9/2014,Central,3,3,9
Technology,4/9/2014,Central,21,2,101
Furniture,4/9/2014,Central,-106,5,108
Office Supplies,4/9/2014,Central,-68,7,43
Office Supplies,4/9/2014,West,2,2,6
Office Supplies,4/9/2014,West,29,5,83
Technology,4/9/2014,West,85,3,285
Office Supplies,5/9/2014,West,-59,7,88
Office Supplies,5/9/2014,West,6,2,13
Technology,5/9/2014,West,15,3,43
Furniture,5/9/2014,West,92,8,1478
Furniture,5/9/2014,Central,-118,9,825
Office Supplies,5/9/2014,East,7,6,15
Office Supplies,5/9/2014,West,4,6,13
Office Supplies,5/9/2014,Central,1,3,7
Office Supplies,5/9/2014,Central,6,3,18
Furniture,5/9/2014,South,6,2,97
Furniture,5/9/2014,West,-99,3,1322
Office Supplies,5/9/2014,Central,3,7,10
Office Supplies,5/9/2014,Central,4,5,13
Office Supplies,5/9/2014,Central,0,1,17
Office Supplies,5/9/2014,South,4,2,10
Office Supplies,5/9/2014,West,152,2,488
Office Supplies,5/9/2014,West,65,5,218
Office Supplies,5/9/2014,West,105,2,421
Office Supplies,5/9/2014,West,4,3,12
Office Supplies,5/9/2014,Central,4,1,30
Technology,5/9/2014,East,40,4,92
Technology,5/9/2014,West,2,1,6
Office Supplies,5/9/2014,East,1,4,8
Office Supplies,5/9/2014,East,-20,5,26
Office Supplies,5/9/2014,East,-3,2,4
Office Supplies,5/9/2014,East,4,4,12
Office Supplies,5/9/2014,West,1,4,54
Technology,5/9/2014,East,-1,4,19
Office Supplies,6/9/2014,West,1,1,3
Office Supplies,6/9/2014,South,7,5,72
Office Supplies,6/9/2014,South,5,3,16
Technology,6/9/2014,South,-1,4,90
Office Supplies,6/9/2014,South,-29,2,147
Furniture,8/9/2014,Central,38,5,135
Technology,8/9/2014,Central,47,4,114
Furniture,8/9/2014,West,11,2,25
Technology,8/9/2014,West,47,4,127
Office Supplies,8/9/2014,East,8,5,17
Office Supplies,8/9/2014,East,19,2,40
Office Supplies,8/9/2014,West,-6,3,8
Furniture,8/9/2014,West,35,4,81
Office Supplies,8/9/2014,West,7,1,26
Technology,8/9/2014,West,34,2,456
Furniture,8/9/2014,West,8,4,20
Furniture,8/9/2014,West,2,3,48
Office Supplies,8/9/2014,East,2,3,5
Office Supplies,8/9/2014,East,10,5,29
Office Supplies,8/9/2014,East,5,3,16
Office Supplies,8/9/2014,East,134,8,478
Technology,8/9/2014,Central,2,1,13
Furniture,8/9/2014,West,-28,2,162
Office Supplies,8/9/2014,West,2,3,38
Office Supplies,8/9/2014,South,7,2,82
Technology,8/9/2014,West,80,7,280
Office Supplies,8/9/2014,Central,26,9,73
Office Supplies,8/9/2014,Central,757,3,1578
Office Supplies,9/9/2014,South,5,5,62
Technology,9/9/2014,South,14,3,158
Technology,9/9/2014,East,34,4,117
Furniture,9/9/2014,Central,-40,5,213
Furniture,9/9/2014,Central,-12,2,21
Office Supplies,9/9/2014,Central,-68,7,43
Office Supplies,9/9/2014,Central,15,5,46
Office Supplies,9/9/2014,Central,7,4,21
Technology,9/9/2014,Central,108,2,320
Technology,9/9/2014,East,-47,2,259
Technology,9/9/2014,Central,20,6,85
Furniture,9/9/2014,Central,-567,7,766
Office Supplies,9/9/2014,East,17,4,65
Technology,9/9/2014,East,2,1,9
Office Supplies,10/9/2014,East,-4,3,5
Office Supplies,10/9/2014,East,-5,2,6
Office Supplies,10/9/2014,East,6,6,18
Furniture,10/9/2014,East,-9,2,66
Furniture,10/9/2014,East,-48,2,141
Furniture,10/9/2014,East,2,2,17
Office Supplies,10/9/2014,East,4,5,26
Office Supplies,10/9/2014,West,2,2,6
Office Supplies,10/9/2014,East,2,1,5
Office Supplies,10/9/2014,East,-4,1,5
Office Supplies,10/9/2014,East,-2,2,3
Technology,10/9/2014,East,29,3,96
Technology,10/9/2014,East,65,3,259
Technology,10/9/2014,East,-386,7,1932
Furniture,10/9/2014,South,4,3,14
Furniture,10/9/2014,West,-15,5,244
Office Supplies,10/9/2014,South,62,4,178
Office Supplies,10/9/2014,South,-3,2,258
Office Supplies,10/9/2014,South,-2,3,9
Office Supplies,10/9/2014,West,2,2,7
Office Supplies,10/9/2014,West,23,9,48
Office Supplies,10/9/2014,West,24,3,100
Technology,10/9/2014,West,51,4,160
Office Supplies,10/9/2014,Central,8,2,17
Office Supplies,10/9/2014,Central,3,4,10
Office Supplies,10/9/2014,South,13,7,629
Office Supplies,10/9/2014,South,15,5,56
Office Supplies,10/9/2014,West,1,1,11
Office Supplies,10/9/2014,West,11,6,31
Furniture,11/9/2014,West,27,3,362
Office Supplies,11/9/2014,East,9,2,19
Office Supplies,11/9/2014,West,2,2,7
Office Supplies,11/9/2014,East,4,2,15
Office Supplies,11/9/2014,East,29,3,85
Office Supplies,11/9/2014,South,1,1,3
Office Supplies,11/9/2014,Central,7,2,24
Office Supplies,11/9/2014,Central,15,3,34
Office Supplies,11/9/2014,Central,8,3,16
Office Supplies,11/9/2014,Central,7,3,14
Office Supplies,11/9/2014,Central,12,5,25
Office Supplies,11/9/2014,Central,17,3,286
Office Supplies,11/9/2014,Central,-1144,3,763
Technology,11/9/2014,Central,7,6,113
Technology,11/9/2014,Central,53,5,297
Technology,11/9/2014,Central,17,4,147
Technology,11/9/2014,East,9,4,37
Technology,11/9/2014,East,-56,2,260
Furniture,12/9/2014,West,9,2,178
Furniture,12/9/2014,West,12,4,32
Office Supplies,12/9/2014,West,114,5,407
Office Supplies,12/9/2014,West,460,5,1472
Office Supplies,12/9/2014,West,34,11,71
Office Supplies,12/9/2014,West,9,3,19
Technology,12/9/2014,West,-18,5,80
Furniture,12/9/2014,South,6,1,35
Furniture,12/9/2014,West,257,8,2054
Office Supplies,12/9/2014,West,11,2,22
Office Supplies,12/9/2014,West,6,2,13
Office Supplies,12/9/2014,Central,3,4,11
Office Supplies,12/9/2014,Central,6,6,21
Office Supplies,12/9/2014,South,51,4,196
Office Supplies,12/9/2014,South,7,4,14
Office Supplies,12/9/2014,West,9,3,19
Technology,12/9/2014,West,18,6,144
Office Supplies,12/9/2014,South,20,5,68
Office Supplies,12/9/2014,South,85,7,185
Furniture,12/9/2014,Central,-66,5,512
Office Supplies,12/9/2014,Central,-4,2,2
Office Supplies,12/9/2014,Central,3,3,10
Furniture,13/9/2014,West,3,2,8
Office Supplies,13/9/2014,East,26,7,91
Office Supplies,13/9/2014,East,20,5,40
Office Supplies,13/9/2014,East,46,5,95
Office Supplies,13/9/2014,East,23,3,46
Office Supplies,13/9/2014,East,22,7,45
Office Supplies,13/9/2014,West,80,3,166
Office Supplies,14/9/2014,South,3,5,16
Office Supplies,15/9/2014,East,18,3,71
Furniture,15/9/2014,East,-29,2,113
Furniture,15/9/2014,East,5,8,128
Office Supplies,15/9/2014,East,-12,4,18
Office Supplies,15/9/2014,East,-3,2,4
Technology,15/9/2014,East,-169,2,241
Technology,15/9/2014,East,-18,1,13
Furniture,15/9/2014,East,-7,5,589
Office Supplies,15/9/2014,East,9,5,30
Office Supplies,15/9/2014,East,4,1,71
Technology,15/9/2014,East,324,3,1080
Office Supplies,15/9/2014,Central,9,3,19
Office Supplies,15/9/2014,South,94,4,943
Office Supplies,15/9/2014,South,23,3,74
Office Supplies,15/9/2014,West,26,9,57
Office Supplies,15/9/2014,East,4,2,9
Office Supplies,15/9/2014,East,6,2,12
Technology,15/9/2014,East,190,7,896
Furniture,16/9/2014,East,204,3,783
Furniture,16/9/2014,West,11,1,301
Office Supplies,16/9/2014,East,7,2,16
Office Supplies,16/9/2014,East,116,7,242
Office Supplies,16/9/2014,West,107,9,295
Technology,16/9/2014,Central,20,3,324
Technology,16/9/2014,East,12,1,40
Furniture,16/9/2014,West,0,3,218
Furniture,16/9/2014,West,106,5,530
Furniture,16/9/2014,East,144,4,513
Furniture,16/9/2014,East,19,5,47
Furniture,16/9/2014,East,12,7,36
Office Supplies,16/9/2014,Central,8,2,32
Office Supplies,16/9/2014,West,31,2,109
Office Supplies,16/9/2014,West,42,10,99
Office Supplies,16/9/2014,West,1,1,3
Office Supplies,16/9/2014,Central,12,8,32
Office Supplies,16/9/2014,East,0,2,82
Technology,16/9/2014,East,103,6,396
Office Supplies,16/9/2014,South,59,5,164
Office Supplies,16/9/2014,West,5,3,12
Furniture,16/9/2014,West,-21,3,185
Office Supplies,16/9/2014,West,884,7,2357
Office Supplies,16/9/2014,East,11,2,39
Technology,16/9/2014,West,32,7,370
Technology,16/9/2014,East,11,2,60
Office Supplies,17/9/2014,West,2,1,6
Office Supplies,17/9/2014,West,4,2,9
Furniture,17/9/2014,East,2,3,23
Office Supplies,17/9/2014,East,-3,2,3
Office Supplies,17/9/2014,East,-413,2,538
Office Supplies,17/9/2014,East,6,6,21
Technology,17/9/2014,East,14,2,48
Technology,17/9/2014,East,20,3,72
Technology,17/9/2014,South,3,1,18
Office Supplies,17/9/2014,Central,6,2,18
Office Supplies,17/9/2014,West,9,5,18
Technology,17/9/2014,Central,6,1,56
Office Supplies,17/9/2014,East,7,4,21
Office Supplies,18/9/2014,West,6,2,13
Technology,18/9/2014,West,38,3,90
Furniture,18/9/2014,West,78,3,1293
Office Supplies,18/9/2014,West,4,3,12
Office Supplies,18/9/2014,West,4,3,11
Office Supplies,18/9/2014,West,9,2,26
Office Supplies,18/9/2014,West,7,5,14
Office Supplies,18/9/2014,West,81,3,165
Office Supplies,18/9/2014,West,65,2,262
Furniture,18/9/2014,Central,-77,5,318
Furniture,18/9/2014,South,188,4,724
Office Supplies,18/9/2014,Central,3,3,10
Office Supplies,18/9/2014,Central,-10,5,6
Office Supplies,18/9/2014,South,50,3,106
Technology,18/9/2014,Central,88,6,1416
Office Supplies,18/9/2014,East,10,3,34
Technology,18/9/2014,East,226,4,480
Office Supplies,19/9/2014,Central,1,2,9
Office Supplies,19/9/2014,Central,-3,2,48
Office Supplies,19/9/2014,Central,36,4,115
Furniture,19/9/2014,South,7,4,20
Office Supplies,19/9/2014,West,4,7,10
Office Supplies,19/9/2014,Central,10,4,23
Office Supplies,19/9/2014,South,34,3,114
Office Supplies,19/9/2014,South,24,7,51
Office Supplies,19/9/2014,South,115,5,245
Office Supplies,19/9/2014,South,12,4,26
Office Supplies,19/9/2014,South,10,2,34
Technology,19/9/2014,West,8,3,101
Technology,19/9/2014,South,119,2,412
Technology,19/9/2014,South,27,8,96
Office Supplies,19/9/2014,Central,8,2,16
Office Supplies,19/9/2014,West,2,3,9
Office Supplies,19/9/2014,West,5,3,11
Office Supplies,19/9/2014,West,69,3,144
Furniture,19/9/2014,East,3,2,10
Office Supplies,19/9/2014,East,9,3,19
Office Supplies,20/9/2014,East,-3,3,5
Office Supplies,20/9/2014,South,10,2,96
Office Supplies,20/9/2014,South,13,5,35
Office Supplies,20/9/2014,East,16,5,32
Office Supplies,20/9/2014,West,6,2,23
Office Supplies,20/9/2014,West,5,3,17
Technology,20/9/2014,West,31,5,150
Furniture,20/9/2014,West,-128,2,73
Furniture,20/9/2014,West,61,8,409
Office Supplies,20/9/2014,West,-14,4,18
Office Supplies,20/9/2014,West,-3,2,13
Office Supplies,20/9/2014,West,7,3,24
Technology,20/9/2014,West,4,2,90
Technology,20/9/2014,West,29,2,472
Technology,20/9/2014,West,19,3,192
Furniture,21/9/2014,East,8,1,81
Furniture,21/9/2014,East,376,5,2254
Furniture,21/9/2014,East,610,11,2888
Furniture,21/9/2014,East,18,3,273
Office Supplies,21/9/2014,East,4,3,12
Office Supplies,21/9/2014,East,2,2,4
Office Supplies,21/9/2014,East,6,2,14
Office Supplies,21/9/2014,East,18,9,39
Office Supplies,21/9/2014,East,13,4,45
Technology,21/9/2014,East,20,3,60
Technology,21/9/2014,East,96,2,213
Technology,21/9/2014,East,22,2,73
Technology,21/9/2014,East,351,2,1300
Technology,21/9/2014,East,28,3,105
